id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-01218,05-Ene-2025,,Aplicaciones,Ordenes de compra,2-Media,Telefono,usuario077@lafortuna.com.co,Cómo registro un proveedor nuevo,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01169,2026-01-06,,Compras,SOFTWARE,2-Media,Mesa de ayuda,usuario041@lafortuna.com.co,Error al guardar el formulario de ingreso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-00152,2026-03-21,,Operaciones,ACCESOS,MEDIA,Telefono,usuario033@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-00063,06/04/2025,09/05/2025,Talento Humano,Gestion de accesos,1-Alta,Formulario web,usuario013@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,1
TK-01446,02/01/2025,,Infraestructura,Accesos,ALTA,Mesa de ayuda,usuario044@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,
TK-01590,23/03/2026,30/03/2026,Operaciones,accesos,media,Correo,usuario108@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,0
TK-00894,2025-04-08,,Calidad,Compras,CRITICA,Teléfono,usuario048@lafortuna.com.co,Cómo registro un proveedor nuevo,,REABIERTO,2
TK-00787,22/05/2025,,Talento Humano,Accesos,2-Media,Formulario web,usuario145@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-01855,12-May-2025,,Contabilidad,incidente,Alta,Mesa de ayuda,usuario010@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,1
TK-01652,23-Ago-2025,,Comercial,Reportes,ALTA,Teléfono,usuario148@lafortuna.com.co,El informe muestra cifras distintas al sistema,Requerimiento remitido por la jefatura del área para gestión.,reabierto,2
TK-01721,17/03/2025,,Aplicaciones,Accesos,media,Correo,usuario055@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-01323,2025-04-06,2025-05-16,Calidad,Gestión de accesos,Crítica,Formulario web,usuario123@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-01595,2026-04-02,,,accesos,3-Baja,Mesa de ayuda,usuario177@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,3
TK-00087,2025-02-10,,Calidad,aplicaciones,Alta,correo,,Error al guardar el formulario de ingreso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01628,26/03/2025,,Infraestructura,nómina,ALTA,Telefono,usuario149@lafortuna.com.co,No me llegó el desprendible de pago,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-01187,13/05/2026,,Calidad,capacitacion,alta,Correo,usuario159@lafortuna.com.co,Cuándo es la próxima inducción,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-01305,25-Abr-2025,,Contabilidad,accesos,ALTA,Mesa de ayuda,usuario136@lafortuna.com.co,Solicito permiso al módulo de cartera,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-01102,2025-02-15,2025-03-27,Calidad,Gestion de accesos,Critica,correo,usuario075@lafortuna.com.co,Solicito permiso al módulo de cartera,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,0
TK-00741,26-Feb-2025,,Contabilidad,accesos,1-Alta,formulario,usuario025@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,,abierto,0
TK-00574,17-May-2026,,Infraestructura,Nómina,ALTA,Formulario web,usuario140@lafortuna.com.co,Error en el descuento de la quincena,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-01832,03-Ene-2025,,Aplicaciones,Nomina,ALTA,Formulario web,usuario073@lafortuna.com.co,Solicito certificado laboral con salario,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-01767,23/12/2025,,Operaciones,Accesos,alta,formulario,,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,1
TK-01121,26-Ene-2026,2026-03-02,Talento Humano,Hardware,media,Correo,usuario136@lafortuna.com.co,Solicito reposición de diadema dañada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-00034,2025-05-13,14-Jun-2025,Comercial,Incidentes,MEDIA,Correo,usuario169@lafortuna.com.co,Se cayó el servicio de facturación,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,
TK-01269,20/05/2026,,,Accesos,alta,Telefono,usuario022@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-01808,16-Feb-2026,,Comercial,capacitacion,media,Telefono,usuario136@lafortuna.com.co,Cuándo es la próxima inducción,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,3
TK-01414,2026-03-06,,Talento Humano,Accesos,CRITICA,formulario,,No puedo entrar al sistema Centrica,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,2
TK-01448,2026-06-26,,Infraestructura,OTROS,Baja,Mesa de ayuda,usuario091@lafortuna.com.co,Requerimiento del área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,
TK-00989,2025-01-19,01-Feb-2025,Contabilidad,ACCESOS,Critica,Telefono,usuario062@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-00263,03/10/2025,,Calidad,Incidente,3-Baja,Telefono,usuario078@lafortuna.com.co,Se cayó el servicio de facturación,Requerimiento remitido por la jefatura del área para gestión.,Escalado,0
TK-01125,2026-06-28,,Aplicaciones,Conectividad,Alta,Correo,usuario025@lafortuna.com.co,Sin internet en el segundo piso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,2
TK-01838,2025-11-16,,Contabilidad,Sin clasificar,alta,Correo,usuario110@lafortuna.com.co,Consulta general,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-01455,2026-05-26,08-Jun-2026,Operaciones,reportes,2-Media,Teléfono,usuario168@lafortuna.com.co,El reporte no incluye la sede nueva,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,3
TK-00487,17-Abr-2026,,Operaciones,equipos,MEDIA,formulario,usuario082@lafortuna.com.co,Solicito reposición de diadema dañada,,Abierto,0
TK-01675,29/05/2026,2026-06-12,Operaciones,aplicaciones,2-Media,correo,usuario150@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,0
TK-01297,2026-05-14,11-Jun-2026,Compras,capacitacion,alta,formulario,usuario039@lafortuna.com.co,Necesito material del curso de la semana pasada,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-01723,27/09/2025,,Talento Humano,Software,alta,Telefono,usuario089@lafortuna.com.co,Error al guardar el formulario de ingreso,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,1
TK-00332,2025-01-14,,Operaciones,RED,media,Formulario web,usuario075@lafortuna.com.co,La VPN se desconecta cada media hora,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00210,2026-02-15,,Aplicaciones,RED,CRITICA,Mesa de ayuda,usuario162@lafortuna.com.co,Muy lenta la conexión en la bodega ,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-00595,2026-01-10,,Calidad,SOFTWARE,Baja,correo,usuario005@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,2
TK-00983,27/05/2026,,Contabilidad,red,media,Telefono,usuario138@lafortuna.com.co,Sin internet en el segundo piso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-00003,2026-04-14,,Operaciones,Acceso,1-Alta,Mesa de ayuda,usuario159@lafortuna.com.co,No puedo entrar al sistema Centrica,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-00551,18-Abr-2026,,Operaciones,Acceso,CRITICA,Telefono,usuario083@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00476,04/05/2026,15/05/2026,Aplicaciones,Incidentes,ALTA,Formulario web,usuario079@lafortuna.com.co,Se cayó el servicio de facturación,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-00850,2025-05-27,08/07/2025,Contabilidad,aplicaciones,Critica,correo,usuario180@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,en proceso,0
TK-00266,27/05/2026,2026-06-12,Comercial,,alta,Formulario web,usuario020@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,0
TK-01872,05-Mar-2026,06/03/2026,Aplicaciones,Acceso,Crítica,Formulario web,usuario024@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-01786,2025-07-29,2025-08-03,Aplicaciones,incidente,1-Alta,Mesa de ayuda,usuario050@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-00419,26/12/2025,,Contabilidad,compras,1-Alta,Telefono,usuario169@lafortuna.com.co,El proveedor no ha entregado lo solicitado,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00809,25/02/2026,24/03/2026,Infraestructura,hardware,CRITICA,correo,usuario083@lafortuna.com.co,El portátil no enciende desde ayer,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00544,05/09/2025,,Operaciones,software,media,Telefono,usuario002@lafortuna.com.co,La versión instalada no coincide con la del área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01853,28-Jul-2025,,Compras,Gestión de accesos,alta,Teléfono,usuario053@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,1
TK-00407,04-Ene-2026,19/01/2026,Calidad,hardware,media,Mesa de ayuda,usuario137@lafortuna.com.co,Solicito reposición de diadema dañada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00505,2025-10-02,25-Oct-2025,Aplicaciones,Viaticos,CRITICA,Mesa de ayuda,usuario057@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-01813,2026-01-20,16/02/2026,Comercial,INCIDENTE,Critica,Teléfono,usuario154@lafortuna.com.co,Caída total del sistema en la sede principal,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00511,15-Jun-2025,28-Jul-2025,Operaciones,Sin clasificar,Media,formulario,usuario154@lafortuna.com.co,Consulta general,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,2
TK-01143,2026-02-28,21-Mar-2026,Contabilidad,Accesos,2-Media,Correo,usuario085@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,,Escalado,0
TK-00858,23-Abr-2025,,Compras,capacitación,media,Telefono,usuario057@lafortuna.com.co,Necesito material del curso de la semana pasada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,2
TK-00600,29/04/2026,,Aplicaciones,Software,Alta,Teléfono,usuario113@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,reabierto,1
TK-01520,14-May-2025,,Contabilidad,Hardware,3-Baja,correo,usuario034@lafortuna.com.co,El portátil no enciende desde ayer,Requerimiento remitido por la jefatura del área para gestión.,en proceso,0
TK-01387,16/01/2026,,Infraestructura,Ordenes de compra,Baja,correo,usuario167@lafortuna.com.co,El proveedor no ha entregado lo solicitado,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-01809,05/06/2025,2025-06-15,Comercial,software,alta,formulario,usuario158@lafortuna.com.co,Necesito que instalen el visor de planos,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-00455,22/12/2025,,Infraestructura,incidente,Alta,formulario,usuario063@lafortuna.com.co,Caída total del sistema en la sede principal,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-00828,2025-01-28,03-Mar-2025,Compras,Compras,1-Alta,formulario,usuario104@lafortuna.com.co,El proveedor no ha entregado lo solicitado,,CERRADO,0
TK-01864,2026-06-13,,Calidad,Incidentes,1-Alta,Correo,usuario064@lafortuna.com.co,Pérdida de información en el módulo de inventario,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-00830,22/09/2025,,Operaciones,Capacitación,ALTA,correo,usuario018@lafortuna.com.co,Cuándo es la próxima inducción,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-01791,19-Jul-2025,,Operaciones,OTROS,Baja,Formulario web,usuario134@lafortuna.com.co,Requerimiento del área,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,1
TK-01427,2025-02-08,23-Feb-2025,Talento Humano,Incidente,2-Media,formulario,usuario008@lafortuna.com.co,Pérdida de información en el módulo de inventario,,cerrado,
TK-01607,16/01/2025,,Calidad,Equipos,2-Media,correo,usuario156@lafortuna.com.co,El teclado dejó de responder,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-01437,19/02/2025,,Talento Humano,Nómina,3-Baja,Formulario web,usuario048@lafortuna.com.co,No me llegó el desprendible de pago,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,3
